postal_code,municipality_code,NUTS3
8131,62125,AT223
3571,31106,AT124
8093,62388,AT224
2062,31042,AT125
4950,40401,AT311
2840,31843,AT122
9130,20425,AT211
9713,20723,AT211
2215,30838,AT126
8073,60669,AT221
6272,70918,AT335
2326,30734,AT127
6722,80121,AT341
6441,70223,AT334
7072,10307,AT112
9062,20421,AT211
4574,40921,AT314
2151,31603,AT125
6341,70508,AT335
7024,10603,AT112
7472,10922,AT113
8551,60351,AT225
6973,80213,AT342
6152,70359,AT332
6075,70360,AT332
5440,50212,AT323
6141,70350,AT332
4652,41821,AT312
4263,40626,AT313
3270,32013,AT121
8842,61446,AT226
9624,20305,AT212
8263,62269,AT224
4502,41020,AT312
6100,70344,AT332
3500,31343,AT124
4225,41110,AT313
2734,31826,AT122
3701,32110,AT126
2293,30835,AT126
9143,20805,AT213
8511,60348,AT225
9360,20505,AT213
5645,50403,AT322
6232,70517,AT335
2181,30845,AT125
4974,41224,AT311
7563,10511,AT113
6294,70934,AT335
2641,31833,AT122
6342,70518,AT335
2120,31655,AT126
6763,80113,AT341
5310,41735,AT315
2870,31848,AT122
3611,31350,AT124
3610,31351,AT124
7332,10807,AT111
8382,10506,AT113
7222,10610,AT112
5622,50410,AT322
5741,50614,AT322
8225,62275,AT224
2504,30635,AT127
6275,70931,AT335
2212,31615,AT126
6123,70933,AT335
6215,70936,AT335
3373,31527,AT121
3250,32017,AT121
8970,61217,AT222
6951,80225,AT341
8481,61060,AT225
6555,70623,AT334
8411,61017,AT225
8933,61264,AT222
6135,70928,AT335
5611,50411,AT322
4351,41123,AT313
8501,60629,AT221
4540,41511,AT314
4921,41209,AT311
4461,41508,AT314
2020,31009,AT125
9560,21006,AT212
2273,30827,AT125
3381,31509,AT121
2754,32332,AT122
4281,40608,AT313
6094,70304,AT332
7034,10322,AT112
2126,31630,AT125
5203,50320,AT323
2301,30802,AT126
5342,50330,AT323
3602,31338,AT124
2564,30609,AT122
4645,40707,AT315
8250,62278,AT224
9620,20320,AT212
5570,50504,AT321
4431,30515,AT121
8114,60659,AT221
8762,62044,AT226
4213,40622,AT312
5102,50302,AT323
6406,70335,AT332
3062,31919,AT123
2811,32335,AT122
4850,41746,AT315
3744,31114,AT124
2061,31015,AT125
3713,31103,AT124
4952,40446,AT311
8770,61116,AT223
4923,41213,AT311
2531,31706,AT127
8861,61442,AT226
3233,31514,AT121
3240,31514,AT121
3011,31952,AT126
4532,41009,AT314
4582,40918,AT314
2286,30825,AT126
4432,30509,AT121
8182,61740,AT224
6384,70419,AT335
9363,20518,AT213
2333,30735,AT127
4932,41211,AT311
4232,40604,AT313
6921,80220,AT342
7574,10402,AT113
2116,31203,AT125
4190,41603,AT313
2122,31655,AT126
9908,70703,AT333
3162,31412,AT122
8621,62147,AT223
3970,30913,AT124
4571,40906,AT314
2434,30724,AT127
3442,32119,AT126
3203,31935,AT123
2440,30621,AT127
9852,20638,AT212
2004,31234,AT126
4312,41118,AT313
2102,31201,AT126
3052,31927,AT123
4762,41421,AT311
4691,41736,AT315
8781,61119,AT223
6952,80216,AT341
9556,20515,AT213
8582,61618,AT225
2034,31616,AT125
2125,31628,AT126
2123,31627,AT126
4222,41109,AT313
3714,31043,AT125
4673,40806,AT311
4191,41628,AT313
9560,21010,AT212
9909,70715,AT333
4492,41008,AT312
4861,41705,AT315
6762,80112,AT341
5280,40405,AT311
6528,70602,AT334
6610,70835,AT331
6600,70820,AT331
5134,40442,AT311
5452,50424,AT322
4174,41323,AT313
8213,61759,AT224
8212,61759,AT224
4120,41321,AT313
6274,70902,AT335
8561,61633,AT225
6700,80125,AT341
4904,41704,AT315
2125,31630,AT126
4180,41627,AT313
5123,40445,AT311
5584,50515,AT321
6900,80226,AT342
4671,41801,AT312
3812,32207,AT124
7041,10319,AT112
3671,31522,AT121
2440,30629,AT127
4911,41232,AT311
9583,20711,AT211
4531,41009,AT312
5723,50624,AT322
4062,41010,AT312
4961,41217,AT311
8844,61428,AT226
5743,50607,AT322
4710,40825,AT311
8422,61060,AT225
4893,41751,AT315
8403,61020,AT225
8052,60648,AT221
7561,10503,AT113
2532,30613,AT127
7472,10932,AT113
4173,41337,AT313
8792,61114,AT223
7537,10409,AT113
4786,41403,AT311
6156,70313,AT332
2223,30838,AT126
6833,80406,AT342
6422,70221,AT334
8662,62145,AT223
6283,70916,AT335
4181,41627,AT313
4622,41004,AT312
2013,31008,AT125
4851,41711,AT315
2640,31827,AT122
3104,30201,AT123
9121,20817,AT213
6264,70910,AT335
5165,50304,AT323
5166,40430,AT311
2193,31654,AT125
2145,31620,AT125
3192,31404,AT122
3804,32501,AT124
3462,32101,AT126
6321,70502,AT335
2114,31205,AT126
6157,70336,AT332
7441,10817,AT111
5722,50615,AT322
8850,61438,AT226
3860,30916,AT124
4906,41204,AT311
9520,20724,AT211
7223,10613,AT112
2124,31628,AT126
3193,31411,AT122
9470,20918,AT213
9462,20901,AT213
7021,10617,AT112
3761,31110,AT124
6133,70938,AT335
4613,41804,AT312
7091,10301,AT112
4162,41313,AT313
2002,31204,AT126
3390,31550,AT121
3653,31546,AT121
6952,80237,AT341
3183,31414,AT122
6562,70608,AT334
7323,10820,AT111
8452,61013,AT225
8544,60323,AT225
8434,61043,AT225
3422,32142,AT126
8261,61748,AT224
8160,61730,AT224
4716,40811,AT311
4731,40508,AT312
8264,62216,AT224
6385,70418,AT335
9805,20602,AT212
3944,30935,AT124
9652,20307,AT212
6072,70325,AT332
3522,31324,AT124
2473,10726,AT112
9173,20428,AT211
4654,41803,AT312
7532,10909,AT113
7474,10903,AT113
7141,10718,AT112
6682,70833,AT331
2491,32338,AT112
4180,41623,AT313
4204,41619,AT313
2320,30738,AT127
4720,40818,AT311
4970,41205,AT311
3491,31346,AT124
7302,10815,AT111
9773,20611,AT212
3254,31503,AT121
6822,80417,AT342
9918,70729,AT333
9941,70713,AT333
6542,70617,AT334
9905,70708,AT333
3454,32141,AT126
7151,10721,AT112
8345,62390,AT224
6280,70924,AT335
2860,32314,AT122
9371,20502,AT213
9991,70707,AT333
7421,31815,AT122
8783,61256,AT222
8811,61444,AT226
4633,40813,AT311
8354,62387,AT224
4170,41346,AT313
3652,31519,AT121
6933,80210,AT342
7535,10413,AT113
5113,50329,AT323
9851,20634,AT212
2871,31848,AT122
4204,41616,AT313
9841,20640,AT212
8962,61260,AT222
4460,41509,AT314
4624,41815,AT312
6070,70303,AT332
4724,40817,AT311
2252,30803,AT126
8492,62326,AT224
3364,30520,AT121
6733,80109,AT341
4407,40201,AT314
2144,31601,AT125
5310,41742,AT315
5450,50424,AT322
3123,31930,AT123
9102,20817,AT213
9814,20624,AT212
8334,62386,AT224
4865,41718,AT315
6095,70315,AT332
8241,62265,AT224
3232,31504,AT121
9063,20101,AT211
7123,10712,AT112
7052,10308,AT112
9813,20643,AT212
3240,31521,AT121
5581,50508,AT321
8942,61252,AT222
3601,31304,AT124
8670,62115,AT223
2831,31843,AT122
8242,62245,AT224
4141,41327,AT313
8224,62272,AT224
4971,41203,AT311
4452,41517,AT314
9300,20534,AT213
4980,41406,AT311
4251,40616,AT313
2104,31227,AT126
2172,31646,AT125
2201,31206,AT126
5232,40417,AT311
6621,70804,AT331
9714,20723,AT211
3140,31903,AT123
9754,20637,AT212
4866,50330,AT315
2700,32334,AT122
9751,20633,AT212
9461,20923,AT213
3543,31321,AT124
9572,20503,AT213
3580,31123,AT124
3371,31527,AT121
5422,50205,AT323
4983,41226,AT311
8592,61632,AT225
8593,61631,AT225
8230,62220,AT224
7321,10824,AT111
2763,32331,AT122
2724,32311,AT122
5212,40418,AT311
9163,20405,AT211
8712,61111,AT223
8720,62046,AT226
8921,61258,AT222
4962,40423,AT311
2763,32323,AT122
6261,70930,AT335
6794,80110,AT341
9963,70724,AT333
4943,41226,AT311
6493,70210,AT334
8583,61627,AT225
8323,60668,AT221
6836,80422,AT342
5205,50331,AT323
8423,61060,AT225
7022,10612,AT112
3134,31928,AT123
6183,70219,AT334
8330,62386,AT224
3813,32202,AT124
6320,70528,AT335
3385,31922,AT123
5132,40409,AT311
2761,32321,AT122
9463,20912,AT213
4931,40402,AT311
5453,50425,AT322
7062,10313,AT112
4040,41614,AT312
6181,70352,AT332
8103,60664,AT221
8831,61413,AT226
5271,40424,AT311
8643,62141,AT223
6433,70214,AT334
5241,40420,AT311
2625,31835,AT122
9563,21004,AT212
3753,31117,AT124
4761,41408,AT311
5144,40435,AT311
2431,30733,AT127
7092,10723,AT112
9585,20711,AT211
3641,31301,AT124
2475,10725,AT112
4771,41424,AT311
4360,41105,AT313
4274,40619,AT313
4084,40824,AT311
6100,70357,AT332
5233,40432,AT311
5152,50306,AT323
8852,61438,AT226
3562,31355,AT124
2185,30826,AT125
9345,20531,AT213
4341,41102,AT313
6343,70510,AT335
7425,10927,AT113
4083,40505,AT312
9342,20508,AT213
9341,20530,AT213
6870,80230,AT341
3900,32524,AT124
4760,41414,AT311
9565,21007,AT212
6383,70410,AT335
2154,31652,AT125
5523,50203,AT323
3392,31507,AT121
9504,20201,AT211
3124,31948,AT123
3413,32142,AT126
4732,40826,AT311
4565,40904,AT314
4112,41621,AT312
3331,30533,AT121
3295,32001,AT121
2100,31229,AT126
6721,80127,AT341
4980,41202,AT311
9771,20603,AT212
8082,62381,AT224
4675,40833,AT311
8332,62311,AT224
2274,31645,AT125
2276,31604,AT125
8044,60626,AT221
2054,31018,AT125
8081,61007,AT224
9335,20511,AT213
6271,70935,AT335
3594,32520,AT124
2872,31803,AT122
2485,30626,AT112
6082,70338,AT332
8795,61112,AT223
4593,40902,AT314
2833,32325,AT122
3352,30530,AT121
7312,10805,AT111
8522,60346,AT225
4193,41620,AT313
3243,31539,AT121
7544,10417,AT113
3492,31308,AT124
2111,31216,AT126
4892,41708,AT315
3142,31946,AT123
6402,70318,AT332
2135,31629,AT125
4134,41328,AT313
2211,31642,AT126
8583,61629,AT225
3244,31537,AT121
4733,40810,AT311
4076,40510,AT312
3334,41505,AT314
5563,50512,AT321
3382,31543,AT121
4283,40627,AT313
4153,41326,AT313
8355,62368,AT224
7131,10708,AT112
9721,20726,AT211
3741,31035,AT125
6150,70317,AT332
3141,31915,AT123
2264,30829,AT125
8731,62008,AT226
7161,10719,AT112
6932,80222,AT342
8076,60653,AT221
2135,31634,AT125
6672,70824,AT331
8553,60345,AT225
6220,70905,AT335
6942,80221,AT341
4942,41208,AT311
6527,70610,AT334
3643,31326,AT124
6600,70827,AT331
3962,30939,AT124
4725,41420,AT311
3843,32203,AT124
4511,41001,AT312
6677,70829,AT331
8764,62021,AT226
8831,61440,AT226
5571,50503,AT321
4280,40608,AT313
2463,30726,AT127
5521,50412,AT322
8265,61759,AT224
9313,20523,AT213
4575,40915,AT314
6154,70349,AT332
7473,10906,AT113
6541,70624,AT334
9323,61439,AT226
6278,70914,AT335
5124,40411,AT311
5120,40411,AT311
8714,61107,AT223
6672,70836,AT331
3691,31528,AT121
3680,31530,AT121
4040,41613,AT312
8424,61008,AT225
4134,41311,AT313
9423,20914,AT213
4980,41224,AT311
2624,31804,AT122
8234,62277,AT224
4692,41717,AT315
9812,20643,AT212
3852,32206,AT124
3973,30910,AT124
3564,31355,AT124
8413,61001,AT225
3950,30909,AT124
4053,41014,AT312
7033,10609,AT112
8144,60670,AT221
9346,20506,AT213
8715,62046,AT226
3623,32515,AT124
2221,30824,AT126
5310,41712,AT315
8160,61751,AT224
4074,40512,AT312
6463,70207,AT334
4201,41604,AT312
3324,30511,AT121
9762,20639,AT212
5252,40402,AT311
5272,40444,AT311
4581,40914,AT314
8342,62380,AT224
4320,41101,AT313
3451,32131,AT126
8853,61441,AT226
8322,62314,AT224
4849,41727,AT315
3153,31402,AT122
7444,10811,AT111
7012,10323,AT112
3231,31938,AT123
9586,20711,AT211
4942,41236,AT311
7423,10904,AT113
8691,62144,AT223
2680,62131,AT122
7533,10412,AT113
4482,30531,AT121
8812,61443,AT226
2203,31614,AT126
8673,61741,AT224
3610,31350,AT124
2761,32331,AT122
2872,31815,AT122
9974,70723,AT333
4600,41818,AT312
2334,31723,AT127
4115,41316,AT313
8262,62269,AT224
6874,80206,AT341
2485,10318,AT112
3872,30902,AT124
8943,61203,AT222
8961,61266,AT222
7321,10825,AT111
4521,41515,AT314
3543,31319,AT124
7071,10201,AT112
3222,31401,AT122
2561,30614,AT122
4872,41716,AT315
7025,10608,AT112
4152,41338,AT313
9311,20534,AT213
9544,20708,AT211
3144,31934,AT123
4890,41748,AT315
2084,31129,AT124
8410,61055,AT225
7321,10819,AT111
6822,80403,AT342
3383,31513,AT121
8132,62125,AT223
8047,60617,AT221
8382,10510,AT113
4443,41510,AT314
9330,20520,AT213
9992,70711,AT333
4182,41615,AT313
8714,61115,AT223
9981,70712,AT333
3533,32530,AT124
5561,50422,AT322
2053,31033,AT125
4721,41401,AT311
9854,20619,AT212
8800,62036,AT226
2032,31022,AT125
3834,30916,AT124
7322,10808,AT111
8973,61265,AT222
3343,30516,AT121
7522,10416,AT113
8782,61256,AT222
9103,20802,AT213
8362,62280,AT224
8362,62267,AT224
8412,61001,AT225
6500,70626,AT334
4793,41420,AT311
7051,10303,AT112
2820,32333,AT122
2822,32333,AT122
5552,50409,AT322
9020,20418,AT211
4893,41742,AT315
7422,10920,AT113
3924,32530,AT124
7434,10902,AT113
3572,31340,AT124
4116,41336,AT313
3841,32223,AT124
2840,31807,AT122
9873,20630,AT212
7400,10916,AT113
4742,40822,AT311
2852,32309,AT122
5672,50604,AT322
2620,31844,AT122
3384,31911,AT123
8483,62377,AT224
2024,31025,AT125
4910,41221,AT311
6114,70322,AT332
9556,21003,AT213
4741,40834,AT311
4181,41615,AT313
8322,62382,AT224
5421,50202,AT323
2763,32322,AT122
3862,30906,AT124
9585,20201,AT211
3701,32115,AT126
5442,50210,AT323
3011,31953,AT126
3664,32517,AT124
8380,10509,AT113
9231,20725,AT211
3631,32518,AT124
3912,32506,AT124
4102,41608,AT312
3820,32216,AT124
2112,31207,AT126
8473,61061,AT224
9842,20622,AT212
3613,31302,AT124
3961,30940,AT124
8294,62276,AT224
8301,60623,AT221
4142,41327,AT313
6834,80421,AT342
4972,41203,AT311
6182,70314,AT332
6881,80227,AT341
9132,20806,AT213
4342,41103,AT313
9614,20316,AT212
6347,70523,AT335
4853,41740,AT315
5423,50211,AT323
6423,70211,AT334
5752,50625,AT322
3393,31550,AT121
8692,62144,AT223
8081,61052,AT224
6115,70323,AT332
6405,70340,AT332
6020,70350,AT332
2223,30828,AT126
4242,40605,AT313
2732,31849,AT122
9536,20725,AT211
3751,31124,AT124
8551,60347,AT225
7464,10913,AT113
9220,20432,AT211
7373,10818,AT111
3263,32009,AT121
6830,80411,AT342
8162,61763,AT224
8713,61115,AT223
5591,50506,AT321
8265,62216,AT224
7540,10421,AT113
4554,40911,AT314
8922,61258,AT222
5572,50507,AT321
8454,61002,AT225
6553,70609,AT334
7361,10815,AT111
4723,40816,AT311
4562,40919,AT314
4846,41730,AT315
2802,32310,AT122
6234,70504,AT335
6313,70530,AT335
9133,20815,AT213
2465,30712,AT127
3293,32005,AT121
4693,41707,AT315
8642,62128,AT223
3163,31410,AT122
8732,62034,AT226
8625,62128,AT223
8061,60642,AT221
3922,30912,AT124
8841,61446,AT226
6500,70607,AT334
8664,62145,AT223
8673,62242,AT224
9113,20812,AT213
8543,60347,AT225
7162,10720,AT112
4973,41230,AT311
2732,31845,AT122
7020,10604,AT112
8282,62273,AT224
2840,31812,AT122
7032,10614,AT112
8951,61267,AT222
4572,40903,AT314
8142,60660,AT221
9183,20722,AT211
3913,32509,AT124
2462,10703,AT112
8324,62382,AT224
2822,31835,AT122
2624,31831,AT122
9560,21009,AT212
8244,62247,AT224
8352,62372,AT224
9782,70718,AT333
8240,62211,AT224
6113,70366,AT332
9911,70705,AT333
2000,31226,AT126
6882,80232,AT341
8200,60661,AT224
3241,31539,AT121
4690,41736,AT315
8153,61628,AT225
8113,60639,AT221
9541,20724,AT211
8302,61760,AT221
2232,30801,AT126
8452,61051,AT225
6707,80107,AT341
2822,32306,AT122
8734,62039,AT226
9635,20302,AT212
3873,30916,AT124
2152,31613,AT125
6822,80415,AT342
3033,31951,AT123
5162,50339,AT323
5280,40438,AT311
4850,41716,AT315
2132,31633,AT125
6184,70347,AT332
6646,70815,AT331
3322,30536,AT121
8913,61253,AT222
9654,20321,AT212
4212,40607,AT313
4615,41809,AT312
6524,70611,AT334
4292,40614,AT313
8413,61057,AT225
3253,31508,AT121
8184,61756,AT224
3661,31502,AT121
3542,31319,AT124
3351,30539,AT121
3074,31923,AT123
3465,32114,AT126
8833,61446,AT226
8192,61750,AT224
8225,62235,AT224
4772,41212,AT311
8232,62268,AT224
2435,30709,AT127
8542,60329,AT225
4531,41014,AT312
2824,31837,AT122
2492,32338,AT122
8441,61013,AT225
4240,40609,AT313
6611,70814,AT331
7433,10911,AT113
8190,61728,AT224
2640,31814,AT122
3580,31121,AT124
3110,31925,AT123
6670,70810,AT331
8153,60664,AT225
4794,41411,AT311
7562,10502,AT113
2722,32334,AT122
8152,61628,AT225
1140,31952,AT130
2451,30701,AT127
8353,62332,AT224
8044,60654,AT221
4720,40812,AT311
3971,30932,AT124
6941,80223,AT341
9343,20531,AT213
8330,62311,AT224
3204,31918,AT123
5731,50605,AT322
5741,50601,AT322
6858,80205,AT342
4204,41610,AT313
6677,70837,AT331
8151,60639,AT221
3125,31948,AT123
8092,62343,AT224
2473,30719,AT112
3704,31019,AT125
4903,41714,AT315
6136,70921,AT335
4800,41731,AT315
9601,20713,AT211
4724,40804,AT311
6571,70627,AT334
7311,10813,AT111
4830,40709,AT315
9064,20502,AT211
2141,31649,AT125
2423,10704,AT112
2752,30401,AT122
8912,61253,AT222
8920,61258,AT222
3282,32012,AT121
3376,31540,AT121
3421,32144,AT126
3482,32106,AT126
3654,31535,AT121
6290,70927,AT335
7554,10425,AT113
3861,30904,AT124
8301,60617,AT221
8293,62276,AT113
2842,31840,AT122
8091,62330,AT224
8564,61611,AT225
2282,30822,AT126
8010,60623,AT221
2403,30722,AT127
8113,60647,AT221
4171,41334,AT313
4491,41015,AT312
2821,32333,AT122
2870,31803,AT122
8312,62232,AT224
9634,20306,AT212
9942,70721,AT333
9612,20719,AT211
4085,41428,AT311
4871,41716,AT315
9833,20631,AT212
9811,20616,AT212
3033,30616,AT123
3923,32530,AT124
3863,30929,AT124
6900,80229,AT342
4161,41342,AT313
3353,30507,AT121
8461,61050,AT225
8931,61258,AT222
3663,31525,AT121
4273,40606,AT313
2544,30608,AT127
2640,31821,AT122
2162,31608,AT125
3384,31922,AT123
6551,70618,AT334
3072,31917,AT123
4364,41122,AT313
3945,30920,AT124
8385,10507,AT113
8401,60670,AT221
4202,41623,AT312
4791,41415,AT311
2761,32332,AT122
8054,60665,AT221
8541,60351,AT225
3852,32210,AT124
3830,32221,AT124
9951,70702,AT333
4873,41729,AT315
3430,32134,AT126
4870,41723,AT315
8272,62264,AT224
7033,10322,AT112
3281,32006,AT121
9232,20721,AT211
3730,31130,AT124
3592,31119,AT124
3222,31411,AT122
7021,10601,AT112
2842,31807,AT122
8333,62386,AT224
8812,61439,AT226
3300,30503,AT121
4152,41311,AT313
8733,62045,AT226
3311,30544,AT121
4175,41612,AT312
4840,41724,AT315
3032,31921,AT123
2153,31650,AT125
9653,20321,AT212
9411,20923,AT213
9162,20405,AT211
9441,20923,AT213
3241,31515,AT121
2831,31832,AT122
4133,41322,AT313
7512,10908,AT113
6276,70932,AT335
3361,30517,AT121
3195,31411,AT122
7553,10401,AT113
8504,60324,AT225
2073,31052,AT125
5273,40440,AT311
4776,41404,AT311
9611,20719,AT211
4311,40620,AT313
5724,50621,AT322
7451,10828,AT111
8563,60348,AT225
4421,41502,AT314
2223,31612,AT126
6069,70311,AT332
2192,31633,AT125
4184,41346,AT313
4453,41517,AT314
8254,62262,AT224
4114,41332,AT313
4871,41709,AT315
3332,30507,AT121
3752,31124,AT124
3662,31525,AT121
2095,32216,AT124
3710,31019,AT125
3053,31904,AT123
9822,20618,AT212
8301,60661,AT221
2184,30826,AT125
2164,31653,AT125
2154,31611,AT125
6888,80234,AT341
3754,31110,AT124
2491,10316,AT112
2294,30814,AT126
9844,20610,AT212
2823,32306,AT122
6645,70834,AT331
6644,70809,AT331
4821,40703,AT315
4154,41317,AT313
5342,50336,AT323
6782,80123,AT341
2443,10320,AT112
7542,10404,AT113
9753,20613,AT212
8083,62389,AT224
9360,61439,AT213
3633,32523,AT124
3294,32001,AT121
3021,31953,AT126
8224,62270,AT224
8934,41522,AT222
6314,70406,AT335
3262,32015,AT121
6600,70822,AT331
8530,60349,AT225
6295,70920,AT335
5360,50330,AT315
4920,41229,AT311
8605,62128,AT223
4825,40706,AT315
2471,30719,AT127
2880,31820,AT122
8045,60654,AT221
8954,61261,AT222
2023,31028,AT125
4681,40823,AT311
2041,31051,AT125
2116,31636,AT125
3681,31511,AT121
4731,40831,AT312
4324,41117,AT313
3122,31303,AT121
9150,20805,AT213
8191,61757,AT224
4155,41320,AT313
6215,70929,AT335
2003,31234,AT126
2125,31622,AT126
8341,62384,AT224
3485,31308,AT124
8081,62385,AT224
4973,41203,AT311
9072,20416,AT211
3283,32011,AT121
7543,10408,AT113
2640,31825,AT122
8580,61621,AT225
3932,30921,AT124
7551,10424,AT113
7531,10907,AT113
8302,60661,AT221
2722,32336,AT122
3873,30903,AT124
4075,40504,AT312
3925,32502,AT124
2141,31644,AT125
8763,62044,AT226
3800,32505,AT124
3552,31356,AT124
2755,32332,AT122
9543,20703,AT211
9155,20810,AT213
3730,31103,AT124
9376,20511,AT213
2671,31821,AT122
3441,32131,AT126
3071,31917,AT123
9321,20523,AT213
8785,62010,AT226
9555,21003,AT212
8036,60101,AT221
3874,30915,AT124
5574,50501,AT321
4171,41307,AT313
3665,32503,AT124
3013,31951,AT126
7535,10427,AT113
8443,61030,AT225
3374,31549,AT121
2603,32320,AT122
4860,41743,AT315
5071,50101,AT323
4725,41417,AT311
8792,61108,AT223
9143,20807,AT213
2832,31832,AT122
4382,41125,AT313
7371,10826,AT111
4131,41314,AT313
7371,10802,AT111
9632,20306,AT212
3325,30512,AT121
4941,41225,AT311
3212,31939,AT123
9472,20909,AT213
4854,50330,AT323
9422,20913,AT213
4144,41327,AT313
4784,41410,AT311
6700,80114,AT341
2042,31014,AT125
8924,61251,AT222
3471,32109,AT126
7400,10923,AT113
2232,30846,AT126
3552,31347,AT124
6525,70601,AT334
5325,50328,AT323
3972,30932,AT124
9831,20607,AT212
6280,70913,AT335
8503,60318,AT225
6277,70941,AT335
9952,70725,AT333
3211,31920,AT123
9470,20914,AT213
9201,20101,AT211
7546,10428,AT113
4230,40620,AT313
6623,70823,AT331
7423,62233,AT113
9431,20913,AT213
2443,30633,AT112
3072,31903,AT123
6653,70801,AT331
4823,40709,AT315
2304,30813,AT126
4020,41012,AT312
8504,60350,AT225
8843,61425,AT226
8484,62390,AT224
8580,61618,AT225
3421,32408,AT126
5585,50513,AT321
6822,80402,AT342
8172,61756,AT224
8842,61425,AT226
3163,31406,AT122
5163,40429,AT323
6822,80419,AT342
9586,20201,AT211
2812,32312,AT122
2113,31205,AT126
4841,41744,AT315
2053,31018,AT125
3622,31330,AT124
2661,31836,AT122
3521,31311,AT124
3524,32522,AT124
2870,31830,AT122
9345,20506,AT213
2163,31658,AT125
3903,32504,AT124
8313,62386,AT224
3483,32107,AT126
4690,41733,AT315
4272,40625,AT313
4714,40814,AT311
8302,60668,AT221
2064,31629,AT125
6200,70928,AT335
6473,70604,AT334
2572,30602,AT122
8570,61626,AT225
3834,32214,AT124
4382,41121,AT313
4292,40609,AT313
8230,62226,AT224
9932,70710,AT333
3205,31945,AT123
8160,61765,AT224
4532,40907,AT314
8441,61019,AT225
7344,10822,AT111
7342,10806,AT111
8072,61052,AT221
5662,50622,AT322
3573,31121,AT124
8765,62044,AT226
4172,41331,AT313
3521,31350,AT124
3462,32115,AT126
7463,10926,AT113
8854,61437,AT226
3665,32511,AT124
4792,41413,AT311
3970,30932,AT124
6154,70362,AT332
8554,60345,AT225
9322,20519,AT213
2870,31809,AT122
4784,41429,AT311
8261,61762,AT224
8611,62148,AT223
2493,32305,AT122
2393,31712,AT127
4183,41345,AT313
2091,31113,AT124
5592,50511,AT321
3632,32528,AT124
8454,61054,AT225
2042,31051,AT125
4841,41724,AT315
6591,70607,AT334
8504,60660,AT225
8982,61267,AT222
4612,41804,AT312
5450,50416,AT322
8772,61116,AT223
9913,70701,AT333
2163,31653,AT125
2033,31028,AT125
8443,61032,AT225
8274,62205,AT224
2003,31215,AT126
8222,62266,AT224
9903,70720,AT333
9602,20713,AT211
8453,61032,AT225
3711,31053,AT125
3595,31102,AT124
2441,30737,AT127
4751,41405,AT311
3702,31224,AT126
8503,60350,AT225
2081,31016,AT125
8863,61445,AT226
3730,31120,AT124
6178,70361,AT332
4817,40716,AT315
4871,41747,AT315
4481,41110,AT312
3371,32018,AT121
3371,32017,AT121
4442,41514,AT314
2533,30616,AT127
8131,60663,AT223
8672,61744,AT224
6020,70331,AT332
8301,60666,AT221
9451,20911,AT213
4281,41115,AT313
4773,41406,AT311
3454,31912,AT126
3382,31507,AT121
6850,80236,AT342
2083,31016,AT125
9421,20923,AT213
3942,30917,AT124
3961,30909,AT124
8114,60664,AT221
8584,61629,AT225
3264,32010,AT121
8172,61757,AT224
8062,60654,AT221
5573,50514,AT321
3844,32222,AT124
2731,31845,AT122
5133,40409,AT311
8224,62266,AT224
8302,60628,AT221
6292,70927,AT335
9853,20619,AT212
4810,40714,AT315
5583,50505,AT321
2161,31644,AT125
9375,20509,AT213
9360,20519,AT213
3001,32134,AT126
8503,60326,AT225
4153,41313,AT313
3221,32007,AT121
3355,30510,AT121
2853,32315,AT122
7521,10426,AT113
4743,41222,AT311
2070,31038,AT125
9701,20635,AT212
8152,60665,AT225
9161,20414,AT211
8822,61410,AT226
4800,41728,AT315
8163,60645,AT224
8221,62266,AT224
8383,10509,AT113
5500,50416,AT322
3811,32505,AT124
8573,61630,AT225
2802,32325,AT122
3071,31934,AT123
4352,41113,AT313
2082,31016,AT125
9362,20518,AT213
8484,62326,AT224
8624,62138,AT223
2042,31009,AT125
3910,32509,AT124
8612,62148,AT223
2031,31022,AT125
8756,62026,AT226
9064,20817,AT211
6544,70625,AT334
3553,31322,AT124
3370,31527,AT121
4132,41322,AT313
3631,32514,AT124
2700,32301,AT122
4141,41328,AT313
3621,31338,AT124
6621,70802,AT331
7031,10619,AT112
8075,60628,AT221
8974,50417,AT222
3830,32217,AT124
3341,32004,AT121
5524,50201,AT323
4190,41628,AT313
6290,70903,AT335
3512,31303,AT124
4550,41009,AT314
8403,61027,AT225
3472,31021,AT125
8974,61265,AT222
6433,70202,AT334
8455,60345,AT225
4392,31506,AT121
6671,70806,AT331
8253,62262,AT224
4310,41109,AT313
6462,70206,AT334
2733,31849,AT122
8253,62279,AT224
8252,62279,AT224
8251,62245,AT224
4873,41716,AT315
6647,70825,AT331
4074,40506,AT312
2293,30830,AT126
8452,61032,AT225
8593,61632,AT225
4722,40828,AT311
3763,31111,AT124
8570,61611,AT225
9800,20634,AT212
9961,70709,AT333
3544,31321,AT124
8323,60666,AT221
8292,10418,AT224
6200,70930,AT335
5251,40402,AT311
8521,61030,AT225
8654,61708,AT224
4351,41103,AT313
9904,70731,AT333
9832,20636,AT212
9931,70706,AT333
4264,40602,AT313
5261,40405,AT311
8045,60646,AT221
8564,61633,AT225
8062,60661,AT221
9061,20415,AT211
3684,31541,AT121
3924,32508,AT124
9912,70704,AT333
7545,10410,AT113
8984,61255,AT222
4631,41804,AT312
2873,31809,AT122
8052,60665,AT221
3701,31228,AT126
3711,31021,AT125
7540,10422,AT113
